"GEO_ID","NAME","B19001_001E","B19001_001M","B19001_001MA","B19001_001EA","B19001_002E","B19001_002M","B19001_002MA","B19001_002EA","B19001_003E","B19001_003M","B19001_003MA","B19001_003EA","B19001_004E","B19001_004M","B19001_004MA","B19001_004EA","B19001_005E","B19001_005M","B19001_005MA","B19001_005EA","B19001_006E","B19001_006M","B19001_006MA","B19001_006EA","B19001_007E","B19001_007M","B19001_007MA","B19001_007EA","B19001_008E","B19001_008M","B19001_008MA","B19001_008EA","B19001_009E","B19001_009EA","B19001_009M","B19001_009MA","B19001_010E","B19001_010EA","B19001_010M","B19001_010MA","B19001_011E","B19001_011M","B19001_011MA","B19001_011EA","B19001_012E","B19001_012EA","B19001_012M","B19001_012MA","B19001_013E","B19001_013EA","B19001_013M","B19001_013MA","B19001_014E","B19001_014EA","B19001_014M","B19001_014MA","B19001_015E","B19001_015EA","B19001_015M","B19001_015MA","B19001_016E","B19001_016M","B19001_016MA","B19001_016EA","B19001_017E","B19001_017EA","B19001_017M","B19001_017MA",
"1500000US530330019003","Block Group 3, Census Tract 19, King County, Washington","499","57","null","null","0","12","null","null","0","12","null","null","10","15","null","null","26","23","null","null","28","26","null","null","18","19","null","null","14","16","null","null","21","null","16","null","8","null","12","null","46","40","null","null","18","null","19","null","29","null","25","null","72","null","42","null","51","null","36","null","52","34","null","null","106","null","57","null",
"1500000US530330020001","Block Group 1, Census Tract 20, King County, Washington","782","86","null","null","40","32","null","null","32","30","null","null","23","25","null","null","24","26","null","null","50","50","null","null","11","16","null","null","12","18","null","null","8","null","13","null","22","null","20","null","11","16","null","null","55","null","39","null","91","null","47","null","107","null","53","null","50","null","30","null","137","50","null","null","109","null","52","null",
"1500000US530330020002","Block Group 2, Census Tract 20, King County, Washington","491","56","null","null","35","26","null","null","12","17","null","null","7","12","null","null","0","12","null","null","0","12","null","null","48","45","null","null","11","18","null","null","36","null","34","null","0","null","12","null","12","18","null","null","86","null","49","null","50","null","33","null","11","null","17","null","49","null","35","null","51","34","null","null","83","null","44","null",
"1500000US530330020003","Block Group 3, Census Tract 20, King County, Washington","375","54","null","null","0","12","null","null","13","21","null","null","0","12","null","null","0","12","null","null","0","12","null","null","16","19","null","null","14","23","null","null","0","null","12","null","7","null","11","null","31","28","null","null","9","null","14","null","67","null","41","null","39","null","31","null","49","null","33","null","63","41","null","null","67","null","42","null",
"1500000US530330021001","Block Group 1, Census Tract 21, King County, Washington","674","73","null","null","28","28","null","null","9","13","null","null","0","12","null","null","18","19","null","null","6","10","null","null","9","16","null","null","0","12","null","null","0","null","12","null","42","null","44","null","17","18","null","null","31","null","23","null","56","null","25","null","111","null","41","null","47","null","34","null","151","69","null","null","149","null","58","null",
"1500000US530330021002","Block Group 2, Census Tract 21, King County, Washington","426","79","null","null","10","16","null","null","48","49","null","null","11","17","null","null","0","12","null","null","18","19","null","null","0","12","null","null","8","12","null","null","0","null","12","null","19","null","21","null","13","19","null","null","34","null","30","null","71","null","48","null","10","null","15","null","45","null","40","null","79","44","null","null","60","null","48","null",
"1500000US530330021003","Block Group 3, Census Tract 21, King County, Washington","671","88","null","null","23","21","null","null","18","20","null","null","0","12","null","null","9","14","null","null","15","17","null","null","9","14","null","null","17","18","null","null","56","null","52","null","8","null","13","null","69","47","null","null","58","null","37","null","98","null","59","null","46","null","27","null","27","null","22","null","108","47","null","null","110","null","53","null",
"1500000US530330022001","Block Group 1, Census Tract 22, King County, Washington","649","104","null","null","36","53","null","null","31","35","null","null","0","12","null","null","18","26","null","null","25","29","null","null","0","12","null","null","34","39","null","null","45","null","42","null","0","null","12","null","73","66","null","null","21","null","24","null","54","null","37","null","13","null","22","null","28","null","35","null","71","47","null","null","200","null","110","null",
"1500000US530330022002","Block Group 2, Census Tract 22, King County, Washington","535","83","null","null","0","12","null","null","15","24","null","null","0","12","null","null","15","25","null","null","13","22","null","null","0","12","null","null","0","12","null","null","0","null","12","null","15","null","25","null","0","12","null","null","65","null","63","null","12","null","19","null","105","null","59","null","37","null","36","null","59","47","null","null","199","null","76","null",
"1500000US530330022003","Block Group 3, Census Tract 22, King County, Washington","601","85","null","null","0","12","null","null","0","12","null","null","27","32","null","null","15","24","null","null","0","12","null","null","0","12","null","null","43","31","null","null","15","null","23","null","30","null","33","null","30","35","null","null","15","null","25","null","61","null","42","null","85","null","68","null","73","null","51","null","28","23","null","null","179","null","88","null",
"1500000US530330022004","Block Group 4, Census Tract 22, King County, Washington","553","76","null","null","15","25","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","32","35","null","null","15","24","null","null","45","null","41","null","15","null","24","null","47","44","null","null","0","null","12","null","15","null","25","null","43","null","40","null","0","null","12","null","54","50","null","null","272","null","83","null",
"1500000US530330024001","Block Group 1, Census Tract 24, King County, Washington","399","44","null","null","0","12","null","null","0","12","null","null","9","13","null","null","0","12","null","null","17","19","null","null","8","12","null","null","23","20","null","null","16","null","18","null","17","null","19","null","9","13","null","null","8","null","13","null","38","null","29","null","46","null","32","null","40","null","22","null","32","24","null","null","136","null","54","null",
"1500000US530330024002","Block Group 2, Census Tract 24, King County, Washington","376","59","null","null","10","15","null","null","19","21","null","null","0","12","null","null","0","12","null","null","20","23","null","null","18","21","null","null","22","24","null","null","19","null","21","null","0","null","12","null","11","18","null","null","33","null","24","null","40","null","33","null","27","null","24","null","76","null","39","null","41","33","null","null","40","null","27","null",
"1500000US530330024003","Block Group 3, Census Tract 24, King County, Washington","520","46","null","null","20","23","null","null","0","12","null","null","8","13","null","null","0","12","null","null","8","13","null","null","0","12","null","null","0","12","null","null","17","null","20","null","8","null","12","null","34","26","null","null","80","null","42","null","39","null","31","null","62","null","40","null","35","null","23","null","56","30","null","null","153","null","49","null",
