"GEO_ID","NAME","B19001_001E","B19001_001M","B19001_001MA","B19001_001EA","B19001_002E","B19001_002EA","B19001_002M","B19001_002MA","B19001_003E","B19001_003EA","B19001_003M","B19001_003MA","B19001_004E","B19001_004M","B19001_004MA","B19001_004EA","B19001_005E","B19001_005M","B19001_005MA","B19001_005EA","B19001_006E","B19001_006M","B19001_006MA","B19001_006EA","B19001_007E","B19001_007EA","B19001_007M","B19001_007MA","B19001_008E","B19001_008EA","B19001_008M","B19001_008MA","B19001_009E","B19001_009M","B19001_009MA","B19001_009EA","B19001_010E","B19001_010M","B19001_010MA","B19001_010EA","B19001_011E","B19001_011EA","B19001_011M","B19001_011MA","B19001_012E","B19001_012EA","B19001_012M","B19001_012MA","B19001_013E","B19001_013EA","B19001_013M","B19001_013MA","B19001_014E","B19001_014M","B19001_014MA","B19001_014EA","B19001_015E","B19001_015M","B19001_015MA","B19001_015EA","B19001_016E","B19001_016EA","B19001_016M","B19001_016MA","B19001_017E","B19001_017EA","B19001_017M","B19001_017MA",
"1500000US530330074014","Block Group 4, Census Tract 74.01, King County, Washington","1017","159","null","null","98","null","63","null","14","null","23","null","17","27","null","null","57","53","null","null","21","32","null","null","50","null","56","null","39","null","60","null","25","29","null","null","44","41","null","null","106","null","71","null","64","null","58","null","175","null","118","null","56","54","null","null","119","111","null","null","117","null","77","null","15","null","25","null",
"1500000US530330074021","Block Group 1, Census Tract 74.02, King County, Washington","1282","177","null","null","90","null","94","null","0","null","12","null","81","72","null","null","19","31","null","null","34","38","null","null","49","null","36","null","62","null","51","null","18","33","null","null","56","55","null","null","56","null","50","null","84","null","69","null","416","null","140","null","190","117","null","null","97","73","null","null","30","null","34","null","0","null","12","null",
"1500000US530330074022","Block Group 2, Census Tract 74.02, King County, Washington","1073","183","null","null","78","null","52","null","82","null","77","null","79","79","null","null","51","46","null","null","67","50","null","null","83","null","89","null","151","null","131","null","17","28","null","null","108","102","null","null","49","null","43","null","28","null","35","null","51","null","47","null","18","29","null","null","62","56","null","null","104","null","77","null","45","null","48","null",
"1500000US530330074023","Block Group 3, Census Tract 74.02, King County, Washington","1174","177","null","null","117","null","75","null","92","null","69","null","18","28","null","null","151","102","null","null","112","98","null","null","19","null","31","null","55","null","89","null","37","43","null","null","14","23","null","null","108","null","67","null","133","null","72","null","76","null","61","null","46","41","null","null","51","39","null","null","17","null","26","null","128","null","65","null",
"1500000US530330075001","Block Group 1, Census Tract 75, King County, Washington","1074","205","null","null","294","null","196","null","87","null","98","null","33","59","null","null","0","12","null","null","0","12","null","null","105","null","88","null","0","null","12","null","77","72","null","null","23","37","null","null","49","null","57","null","122","null","127","null","152","null","140","null","55","62","null","null","29","48","null","null","25","null","42","null","23","null","38","null",
"1500000US530330075002","Block Group 2, Census Tract 75, King County, Washington","991","153","null","null","57","null","64","null","0","null","12","null","50","40","null","null","53","61","null","null","28","45","null","null","54","null","62","null","25","null","42","null","0","12","null","null","49","56","null","null","83","null","76","null","104","null","84","null","52","null","62","null","129","141","null","null","119","96","null","null","102","null","101","null","86","null","81","null",
"1500000US530330075003","Block Group 3, Census Tract 75, King County, Washington","1161","233","null","null","53","null","62","null","27","null","44","null","0","12","null","null","24","39","null","null","26","41","null","null","25","null","41","null","54","null","60","null","0","12","null","null","27","44","null","null","129","null","123","null","117","null","120","null","221","null","211","null","80","74","null","null","144","98","null","null","126","null","108","null","108","null","135","null",
"1500000US530330075004","Block Group 4, Census Tract 75, King County, Washington","1692","250","null","null","55","null","62","null","239","null","153","null","86","139","null","null","22","35","null","null","58","66","null","null","23","null","37","null","73","null","69","null","23","38","null","null","50","58","null","null","108","null","76","null","308","null","202","null","305","null","194","null","129","99","null","null","73","58","null","null","88","null","77","null","52","null","59","null",
"1500000US530330075005","Block Group 5, Census Tract 75, King County, Washington","835","195","null","null","29","null","47","null","26","null","43","null","0","12","null","null","25","41","null","null","39","48","null","null","0","null","12","null","26","null","42","null","25","40","null","null","0","12","null","null","149","null","120","null","25","null","41","null","191","null","178","null","104","136","null","null","94","65","null","null","25","null","41","null","77","null","71","null",
"1500000US530330076001","Block Group 1, Census Tract 76, King County, Washington","625","103","null","null","58","null","33","null","0","null","12","null","44","61","null","null","0","12","null","null","40","66","null","null","20","null","31","null","0","null","12","null","39","45","null","null","0","12","null","null","25","null","27","null","41","null","39","null","61","null","47","null","121","78","null","null","23","30","null","null","66","null","53","null","87","null","46","null",
"1500000US530330076002","Block Group 2, Census Tract 76, King County, Washington","860","120","null","null","51","null","69","null","59","null","65","null","31","29","null","null","0","12","null","null","15","26","null","null","0","null","12","null","59","null","53","null","0","12","null","null","40","48","null","null","58","null","53","null","109","null","68","null","75","null","76","null","123","94","null","null","57","47","null","null","77","null","53","null","106","null","66","null",
"1500000US530330076003","Block Group 3, Census Tract 76, King County, Washington","695","102","null","null","22","null","26","null","10","null","17","null","0","12","null","null","31","34","null","null","8","12","null","null","0","null","12","null","23","null","27","null","89","82","null","null","88","54","null","null","68","null","52","null","63","null","56","null","85","null","68","null","82","53","null","null","32","29","null","null","25","null","24","null","69","null","49","null",
"1500000US530330077001","Block Group 1, Census Tract 77, King County, Washington","601","93","null","null","20","null","33","null","0","null","12","null","0","12","null","null","0","12","null","null","22","35","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","36","null","30","null","52","null","46","null","135","null","92","null","146","80","null","null","27","32","null","null","35","null","37","null","128","null","62","null",
