"GEO_ID","NAME","B19001_001E","B19001_001EA","B19001_001M","B19001_001MA","B19001_002E","B19001_002EA","B19001_002M","B19001_002MA","B19001_003E","B19001_003EA","B19001_003M","B19001_003MA","B19001_004E","B19001_004EA","B19001_004M","B19001_004MA","B19001_005E","B19001_005EA","B19001_005M","B19001_005MA","B19001_006E","B19001_006EA","B19001_006M","B19001_006MA","B19001_007E","B19001_007EA","B19001_007M","B19001_007MA","B19001_008E","B19001_008EA","B19001_008M","B19001_008MA","B19001_009E","B19001_009EA","B19001_009M","B19001_009MA","B19001_010E","B19001_010M","B19001_010MA","B19001_010EA","B19001_011E","B19001_011M","B19001_011MA","B19001_011EA","B19001_012E","B19001_012EA","B19001_012M","B19001_012MA","B19001_013E","B19001_013M","B19001_013MA","B19001_013EA","B19001_014E","B19001_014EA","B19001_014M","B19001_014MA","B19001_015E","B19001_015M","B19001_015MA","B19001_015EA","B19001_016E","B19001_016EA","B19001_016M","B19001_016MA","B19001_017E","B19001_017EA","B19001_017M","B19001_017MA",
"1500000US530330228022","Block Group 2, Census Tract 228.02, King County, Washington","558","null","81","null","39","null","31","null","0","null","12","null","9","null","13","null","11","null","16","null","0","null","12","null","28","null","27","null","25","null","22","null","8","null","13","null","0","12","null","null","0","12","null","null","34","null","31","null","80","46","null","null","83","null","47","null","56","44","null","null","95","null","46","null","90","null","50","null",
"1500000US530330228023","Block Group 3, Census Tract 228.02, King County, Washington","619","null","75","null","0","null","12","null","38","null","45","null","9","null","13","null","0","null","12","null","31","null","29","null","0","null","12","null","16","null","13","null","0","null","12","null","0","12","null","null","44","45","null","null","52","null","54","null","74","40","null","null","94","null","47","null","49","45","null","null","51","null","37","null","161","null","63","null",
"1500000US530330228031","Block Group 1, Census Tract 228.03, King County, Washington","331","null","88","null","15","null","23","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","16","null","26","null","64","68","null","null","29","null","36","null","48","43","null","null","33","null","28","null","126","null","98","null",
"1500000US530330228032","Block Group 2, Census Tract 228.03, King County, Washington","963","null","131","null","14","null","22","null","12","null","18","null","0","null","12","null","0","null","12","null","14","null","23","null","0","null","12","null","20","null","32","null","54","null","49","null","0","12","null","null","15","24","null","null","100","null","104","null","169","84","null","null","84","null","56","null","80","52","null","null","154","null","60","null","247","null","88","null",
"1500000US530330228033","Block Group 3, Census Tract 228.03, King County, Washington","871","null","147","null","76","null","66","null","70","null","76","null","35","null","40","null","109","null","67","null","39","null","39","null","44","null","42","null","14","null","23","null","87","null","94","null","9","14","null","null","9","14","null","null","0","null","12","null","119","74","null","null","59","null","48","null","89","93","null","null","87","null","50","null","25","null","28","null",
"1500000US530330229011","Block Group 1, Census Tract 229.01, King County, Washington","546","null","62","null","9","null","13","null","10","null","15","null","0","null","12","null","0","null","12","null","0","null","12","null","9","null","15","null","0","null","12","null","51","null","37","null","0","12","null","null","101","61","null","null","9","null","14","null","46","30","null","null","66","null","51","null","88","39","null","null","89","null","57","null","68","null","37","null",
"1500000US530330229012","Block Group 2, Census Tract 229.01, King County, Washington","450","null","58","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","10","null","15","null","17","null","19","null","0","null","12","null","10","null","17","null","9","15","null","null","26","26","null","null","28","null","26","null","24","22","null","null","85","null","50","null","41","30","null","null","73","null","38","null","127","null","61","null",
"1500000US530330229021","Block Group 1, Census Tract 229.02, King County, Washington","621","null","105","null","13","null","21","null","0","null","12","null","0","null","12","null","0","null","12","null","13","null","21","null","18","null","25","null","16","null","26","null","27","null","31","null","11","18","null","null","60","51","null","null","54","null","80","null","42","37","null","null","45","null","41","null","16","25","null","null","131","null","74","null","175","null","80","null",
"1500000US530330229022","Block Group 2, Census Tract 229.02, King County, Washington","273","null","66","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","13","21","null","null","0","12","null","null","13","null","20","null","68","53","null","null","17","null","29","null","12","21","null","null","85","null","54","null","65","null","47","null",
"1500000US530330229023","Block Group 3, Census Tract 229.02, King County, Washington","309","null","85","null","0","null","12","null","20","null","31","null","0","null","12","null","13","null","21","null","27","null","39","null","16","null","25","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","37","null","62","null","13","21","null","null","0","null","12","null","57","42","null","null","56","null","48","null","70","null","54","null",
"1500000US530330229024","Block Group 4, Census Tract 229.02, King County, Washington","750","null","126","null","23","null","28","null","0","null","12","null","85","null","96","null","16","null","25","null","13","null","21","null","13","null","20","null","0","null","12","null","0","null","12","null","19","23","null","null","79","69","null","null","17","null","28","null","117","88","null","null","100","null","76","null","71","54","null","null","73","null","54","null","124","null","89","null",
"1500000US530330229025","Block Group 5, Census Tract 229.02, King County, Washington","394","null","72","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","35","36","null","null","14","null","22","null","76","61","null","null","85","null","56","null","64","50","null","null","44","null","38","null","76","null","41","null",
"1500000US530330230001","Block Group 1, Census Tract 230, King County, Washington","469","null","55","null","19","null","20","null","10","null","16","null","15","null","17","null","9","null","13","null","10","null","16","null","0","null","12","null","10","null","15","null","6","null","11","null","0","12","null","null","19","21","null","null","24","null","22","null","19","19","null","null","14","null","14","null","65","40","null","null","69","null","35","null","180","null","52","null",
"1500000US530330230002","Block Group 2, Census Tract 230, King County, Washington","444","null","71","null","0","null","12","null","9","null","14","null","10","null","16","null","10","null","15","null","10","null","17","null","0","null","12","null","0","null","12","null","0","null","12","null","48","42","null","null","46","33","null","null","31","null","25","null","122","65","null","null","37","null","30","null","28","27","null","null","36","null","27","null","57","null","45","null",
