"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_001MA","B02001_001EA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005EA","B02001_005M","B02001_005MA","B02001_006E","B02001_006M","B02001_006MA","B02001_006EA","B02001_007E","B02001_007M","B02001_007MA","B02001_007EA","B02001_008E","B02001_008M","B02001_008MA","B02001_008EA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010EA","B02001_010M","B02001_010MA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Annotation of Margin of Error!!Total!!White alone","Annotation of Estimate!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Annotation of Margin of Error!!Total!!Black or African American alone","Annotation of Estimate!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Estimate!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Annotation of Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Annotation of Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Annotation of Margin of Error!!Total!!Some other race alone","Annotation of Estimate!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Annotation of Margin of Error!!Total!!Two or more races","Annotation of Estimate!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Estimate!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"1500000US530330032002","Block Group 2, Census Tract 32, King County, Washington","1448","293","null","null","1252","246","null","null","0","12","null","null","14","25","null","null","65","null","57","null","20","32","null","null","0","12","null","null","97","79","null","null","0","12","null","null","97","null","79","null",
"1500000US530330032003","Block Group 3, Census Tract 32, King County, Washington","1216","223","null","null","1009","203","null","null","13","22","null","null","0","12","null","null","120","null","84","null","0","12","null","null","19","32","null","null","55","69","null","null","15","27","null","null","40","null","63","null",
"1500000US530330032004","Block Group 4, Census Tract 32, King County, Washington","1133","230","null","null","910","226","null","null","0","12","null","null","0","12","null","null","131","null","115","null","0","12","null","null","58","91","null","null","34","39","null","null","0","12","null","null","34","null","39","null",
"1500000US530330032005","Block Group 5, Census Tract 32, King County, Washington","604","201","null","null","534","191","null","null","0","12","null","null","0","12","null","null","36","null","40","null","0","12","null","null","34","51","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330032006","Block Group 6, Census Tract 32, King County, Washington","1640","543","null","null","1615","543","null","null","0","12","null","null","0","12","null","null","12","null","19","null","0","12","null","null","0","12","null","null","13","19","null","null","0","12","null","null","13","null","19","null",
"1500000US530330032007","Block Group 7, Census Tract 32, King County, Washington","1114","328","null","null","1084","327","null","null","0","12","null","null","0","12","null","null","19","null","31","null","0","12","null","null","0","12","null","null","11","18","null","null","0","12","null","null","11","null","18","null",
"1500000US530330033001","Block Group 1, Census Tract 33, King County, Washington","1315","308","null","null","1207","302","null","null","16","28","null","null","0","12","null","null","18","null","30","null","0","12","null","null","14","22","null","null","60","75","null","null","0","12","null","null","60","null","75","null",
"1500000US530330033002","Block Group 2, Census Tract 33, King County, Washington","814","258","null","null","742","233","null","null","0","12","null","null","0","12","null","null","47","null","50","null","0","12","null","null","0","12","null","null","25","41","null","null","0","12","null","null","25","null","41","null",
"1500000US530330033003","Block Group 3, Census Tract 33, King County, Washington","2077","393","null","null","1702","368","null","null","48","64","null","null","0","12","null","null","67","null","66","null","0","12","null","null","77","98","null","null","183","133","null","null","13","22","null","null","170","null","131","null",
"1500000US530330033004","Block Group 4, Census Tract 33, King County, Washington","1040","285","null","null","946","281","null","null","8","14","null","null","0","12","null","null","86","null","65","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330033005","Block Group 5, Census Tract 33, King County, Washington","966","263","null","null","958","263","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","8","14","null","null","0","12","null","null","8","null","14","null",
"1500000US530330034001","Block Group 1, Census Tract 34, King County, Washington","1271","262","null","null","1098","248","null","null","22","33","null","null","9","15","null","null","63","null","45","null","0","12","null","null","8","12","null","null","71","57","null","null","0","12","null","null","71","null","57","null",
"1500000US530330034002","Block Group 2, Census Tract 34, King County, Washington","1373","240","null","null","1254","254","null","null","0","12","null","null","0","12","null","null","56","null","57","null","0","12","null","null","0","12","null","null","63","49","null","null","0","12","null","null","63","null","49","null",
"1500000US530330034003","Block Group 3, Census Tract 34, King County, Washington","1103","212","null","null","995","213","null","null","0","12","null","null","0","12","null","null","38","null","35","null","0","12","null","null","6","9","null","null","64","47","null","null","0","12","null","null","64","null","47","null",
"1500000US530330035001","Block Group 1, Census Tract 35, King County, Washington","1421","228","null","null","1165","159","null","null","42","45","null","null","13","20","null","null","79","null","51","null","0","12","null","null","0","12","null","null","122","123","null","null","0","12","null","null","122","null","123","null",
"1500000US530330035002","Block Group 2, Census Tract 35, King County, Washington","1423","227","null","null","1245","230","null","null","0","12","null","null","0","12","null","null","27","null","30","null","0","12","null","null","48","63","null","null","103","77","null","null","0","12","null","null","103","null","77","null",
"1500000US530330035003","Block Group 3, Census Tract 35, King County, Washington","1203","234","null","null","994","165","null","null","8","11","null","null","0","12","null","null","11","null","16","null","0","12","null","null","5","7","null","null","185","238","null","null","0","12","null","null","185","null","238","null",
"1500000US530330036001","Block Group 1, Census Tract 36, King County, Washington","1492","324","null","null","1221","270","null","null","28","46","null","null","0","12","null","null","99","null","87","null","0","12","null","null","47","75","null","null","97","58","null","null","0","12","null","null","97","null","58","null",
