"GEO_ID","NAME","B02001_001E","B02001_001EA","B02001_001M","B02001_001MA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005M","B02001_005MA","B02001_005EA","B02001_006E","B02001_006EA","B02001_006M","B02001_006MA","B02001_007E","B02001_007EA","B02001_007M","B02001_007MA","B02001_008E","B02001_008M","B02001_008MA","B02001_008EA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010M","B02001_010MA","B02001_010EA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Annotation of Margin of Error!!Total!!White alone","Annotation of Estimate!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Annotation of Margin of Error!!Total!!Black or African American alone","Annotation of Estimate!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Estimate!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Annotation of Margin of Error!!Total!!Asian alone","Annotation of Estimate!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Annotation of Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Annotation of Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Annotation of Margin of Error!!Total!!Two or more races","Annotation of Estimate!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Estimate!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"1500000US530330096004","Block Group 4, Census Tract 96, King County, Washington","1159","null","441","null","925","418","null","null","40","53","null","null","0","12","null","null","26","28","null","null","0","null","12","null","0","null","12","null","168","148","null","null","0","12","null","null","168","148","null","null",
"1500000US530330096005","Block Group 5, Census Tract 96, King County, Washington","1295","null","238","null","1103","205","null","null","16","25","null","null","0","12","null","null","63","58","null","null","0","null","12","null","45","null","59","null","68","75","null","null","0","12","null","null","68","75","null","null",
"1500000US530330097011","Block Group 1, Census Tract 97.01, King County, Washington","1743","null","308","null","1452","292","null","null","88","118","null","null","0","12","null","null","115","76","null","null","0","null","12","null","22","null","34","null","66","76","null","null","0","12","null","null","66","76","null","null",
"1500000US530330097012","Block Group 2, Census Tract 97.01, King County, Washington","907","null","216","null","813","201","null","null","0","12","null","null","0","12","null","null","76","103","null","null","0","null","12","null","0","null","12","null","18","29","null","null","0","12","null","null","18","29","null","null",
"1500000US530330097013","Block Group 3, Census Tract 97.01, King County, Washington","1322","null","550","null","1120","532","null","null","0","12","null","null","0","12","null","null","38","48","null","null","0","null","12","null","68","null","109","null","96","79","null","null","42","66","null","null","54","44","null","null",
"1500000US530330097014","Block Group 4, Census Tract 97.01, King County, Washington","2164","null","387","null","1836","359","null","null","0","12","null","null","31","35","null","null","171","117","null","null","0","null","12","null","0","null","12","null","126","126","null","null","0","12","null","null","126","126","null","null",
"1500000US530330097021","Block Group 1, Census Tract 97.02, King County, Washington","1957","null","398","null","1642","293","null","null","37","53","null","null","0","12","null","null","114","95","null","null","0","null","12","null","13","null","19","null","151","141","null","null","0","12","null","null","151","141","null","null",
"1500000US530330097022","Block Group 2, Census Tract 97.02, King County, Washington","990","null","228","null","956","229","null","null","0","12","null","null","17","27","null","null","0","12","null","null","0","null","12","null","0","null","12","null","17","27","null","null","0","12","null","null","17","27","null","null",
"1500000US530330097023","Block Group 3, Census Tract 97.02, King County, Washington","753","null","164","null","697","158","null","null","0","12","null","null","0","12","null","null","37","43","null","null","0","null","12","null","0","null","12","null","19","29","null","null","0","12","null","null","19","29","null","null",
"1500000US530330097024","Block Group 4, Census Tract 97.02, King County, Washington","957","null","230","null","799","184","null","null","3","6","null","null","11","16","null","null","70","75","null","null","0","null","12","null","64","null","70","null","10","16","null","null","0","12","null","null","10","16","null","null",
"1500000US530330097025","Block Group 5, Census Tract 97.02, King County, Washington","1180","null","218","null","1000","193","null","null","0","12","null","null","0","12","null","null","20","33","null","null","0","null","12","null","0","null","12","null","160","151","null","null","0","12","null","null","160","151","null","null",
"1500000US530330098001","Block Group 1, Census Tract 98, King County, Washington","1098","null","238","null","922","191","null","null","14","23","null","null","0","12","null","null","15","24","null","null","0","null","12","null","4","null","10","null","143","143","null","null","0","12","null","null","143","143","null","null",
"1500000US530330098002","Block Group 2, Census Tract 98, King County, Washington","1381","null","354","null","1361","353","null","null","0","12","null","null","0","12","null","null","20","23","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330098003","Block Group 3, Census Tract 98, King County, Washington","1615","null","294","null","1327","256","null","null","0","12","null","null","0","12","null","null","161","100","null","null","0","null","12","null","0","null","12","null","127","148","null","null","0","12","null","null","127","148","null","null",
"1500000US530330098004","Block Group 4, Census Tract 98, King County, Washington","1342","null","284","null","1097","210","null","null","23","49","null","null","0","12","null","null","115","80","null","null","0","null","12","null","0","null","12","null","107","117","null","null","0","12","null","null","107","117","null","null",
"1500000US530330098005","Block Group 5, Census Tract 98, King County, Washington","1681","null","379","null","1263","317","null","null","63","79","null","null","49","80","null","null","176","137","null","null","0","null","12","null","13","null","22","null","117","123","null","null","0","12","null","null","117","123","null","null",
"1500000US530330099001","Block Group 1, Census Tract 99, King County, Washington","1168","null","262","null","1036","267","null","null","2","3","null","null","22","37","null","null","19","28","null","null","0","null","12","null","51","null","80","null","38","41","null","null","0","12","null","null","38","41","null","null",
"1500000US530330099002","Block Group 2, Census Tract 99, King County, Washington","1689","null","306","null","1244","253","null","null","45","54","null","null","0","12","null","null","319","175","null","null","0","null","12","null","18","null","30","null","63","63","null","null","0","12","null","null","63","63","null","null",
"1500000US530330099003","Block Group 3, Census Tract 99, King County, Washington","1490","null","259","null","1071","203","null","null","33","38","null","null","0","12","null","null","204","115","null","null","0","null","12","null","0","null","12","null","182","108","null","null","0","12","null","null","182","108","null","null",
"1500000US530330099004","Block Group 4, Census Tract 99, King County, Washington","1035","null","283","null","813","211","null","null","36","39","null","null","0","12","null","null","88","77","null","null","0","null","12","null","0","null","12","null","98","86","null","null","0","12","null","null","98","86","null","null",
"1500000US530330100011","Block Group 1, Census Tract 100.01, King County, Washington","923","null","216","null","407","148","null","null","145","119","null","null","22","28","null","null","276","181","null","null","0","null","12","null","0","null","12","null","73","56","null","null","18","31","null","null","55","48","null","null",
"1500000US530330100012","Block Group 2, Census Tract 100.01, King County, Washington","1547","null","383","null","748","282","null","null","79","78","null","null","0","12","null","null","600","216","null","null","0","null","12","null","32","null","48","null","88","63","null","null","0","12","null","null","88","63","null","null",
"1500000US530330100013","Block Group 3, Census Tract 100.01, King County, Washington","1806","null","297","null","485","167","null","null","955","206","null","null","0","12","null","null","294","150","null","null","0","null","12","null","0","null","12","null","72","93","null","null","0","12","null","null","72","93","null","null",
"1500000US530330100021","Block Group 1, Census Tract 100.02, King County, Washington","1097","null","414","null","644","336","null","null","66","94","null","null","99","160","null","null","172","75","null","null","0","null","12","null","0","null","12","null","116","110","null","null","0","12","null","null","116","110","null","null",
"1500000US530330100022","Block Group 2, Census Tract 100.02, King County, Washington","1860","null","402","null","1099","341","null","null","24","33","null","null","0","12","null","null","544","346","null","null","0","null","12","null","112","null","166","null","81","50","null","null","28","34","null","null","53","41","null","null",
"1500000US530330100023","Block Group 3, Census Tract 100.02, King County, Washington","962","null","202","null","392","147","null","null","110","102","null","null","0","12","null","null","360","164","null","null","12","null","21","null","13","null","19","null","75","65","null","null","0","12","null","null","75","65","null","null",
"1500000US530330100024","Block Group 4, Census Tract 100.02, King County, Washington","1081","null","218","null","420","114","null","null","60","45","null","null","0","12","null","null","393","184","null","null","0","null","12","null","76","null","73","null","132","95","null","null","0","12","null","null","132","95","null","null",
